accession_id,included,Title,Authors,Year,DOI,inclusion_summary,passed_screening,screened_fail_stage,full_text_available,passed_inclusion_criteria,criteria_failed,criteria_fail_reason,Database.ID,Source.title,Document.Type,Cited
A_3645,N,"Investigating the Path of Plastid Genome Degradation in an Early-Transitional Clade of Heterotrophic Orchids, and Implications for Heterotrophic Angiosperms","Barrett, Craig F.; Freudenstein, John V.; Li, Jeff; Mayfield-Jones, Dustin R.; Perez, Leticia; Pires, J. Chris; Santos, Cristian",2014,10.1093/molbev/msu252,screened_by_title,N,title,NA,NA,NA,NA,WOS:000345777600001,MOLECULAR BIOLOGY AND EVOLUTION,Article,151
A_3646,N,"Phytophagous insects associated with palms in Cordoba city, Argentina","De La Torre Manca, Santiago J.; Defago, Maria T.; Salvo, Adriana",2014,,screened_by_title,N,title,NA,NA,NA,NA,WOS:000348092000008,REVISTA DE LA SOCIEDAD ENTOMOLOGICA ARGENTINA,Article,0
A_3647,N,Live coral cover may provide resilience to damage from the vermetid gastropod Dendropoma maximum by preventing larval settlement,"Phillips, N. E.; Shima, J. S.; Osenberg, C. W.",2014,10.1007/s00338-014-1198-2,screened_by_abstract,N,abstract,NA,NA,NA,NA,WOS:000344628500028,CORAL REEFS,Article,5
A_3648,Y,Strong Natural Selection on Juveniles Maintains a Narrow Adult Hybrid Zone in a Broadcast Spawner,"Prada, Carlos; Hellberg, Michael E.",2014,10.1086/678403,included,Y,NA,Y,Y,NA,NA,WOS:000345853000005,AMERICAN NATURALIST,Article,23
A_3649,N,"Spatial and temporal population dynamics of the crown-of-thorns starfish, Acanthaster planci, over a 24-year period along the central west coast of Okinawa Island, Japan","Nakamura, Masako; Okaji, Ken; Higa, Yoshimi; Yamakawa, Eiji; Mitarai, Satoshi",2014,10.1007/s00227-014-2524-5,screened_by_title,N,title,NA,NA,NA,NA,WOS:000343919800006,MARINE BIOLOGY,Article,40
A_3650,N,Larval dispersal drives trophic structure across Pacific coral reefs,"Stier, Adrian C.; Hein, Andrew M.; Parravicini, Valeriano; Kulbicki, Michel",2014,10.1038/ncomms6575,screened_by_abstract,N,abstract,NA,NA,NA,NA,WOS:000345914600001,NATURE COMMUNICATIONS,Article,32
A_3651,N,A revised and unified pressure-clamp/relaxation theory for studying plant cell water relations with pressure probes: In-situ determination of cell volume for calculation of volumetric elastic modulus and hydraulic conductivity,"Knipfer, T.; Fei, J.; Gambetta, G. A.; Shackel, K. A.; Matthews, M. A.",2014,10.1016/j.jtbi.2014.05.035,screened_by_title,N,title,NA,NA,NA,NA,WOS:000341069600010,JOURNAL OF THEORETICAL BIOLOGY,Article,1
A_3652,N,"From biologically to hydrodynamically controlled carbonate production by tectonically induced paleogeographic rearrangement (Middle Miocene, Pannonian Basin)","Wiedl, Thomas; Harzhauser, Mathias; Kroh, Andreas; Coric, Stjepan; Piller, Werner E.",2014,10.1007/s10347-014-0408-2,screened_by_title,N,title,NA,NA,NA,NA,WOS:000343645800002,FACIES,Article,14
A_3653,N,"Brachiopods and echinoids from the lower Cenomanian of Koracica (Kosmaj Mountain, central Serbia)","Ayoub-Hannaa, Wagih; Radulovic, Barbara V.; Radulovic, Vladan J.; Fuersich, Franz Theodor; Vasic, Nebojsa",2014,10.1016/j.cretres.2014.03.023,screened_by_title,N,title,NA,NA,NA,NA,WOS:000343336800010,CRETACEOUS RESEARCH,Article,5
A_3654,N,"Effects of region, demography, and protection from fishing on batch fecundity of common coral trout (Plectropomus leopardus)","Carter, Alex B.; Davies, Campbell R.; Mapstone, Bruce D.; Russ, Garry R.; Tobin, Andrew J.; Williams, Ashley J.",2014,10.1007/s00338-014-1164-z,screened_by_title,N,title,NA,NA,NA,NA,WOS:000340395300020,CORAL REEFS,Article,14
A_3655,N,Photosynthesis in perennial mixotrophic Epipactis spp. (Orchidaceae) contributes more to shoot and fruit biomass than to hypogeous survival,"Gonneau, Cedric; Jersakova, Jana; de Tredern, Eloise; Till-Bottraud, Irene; Saarinen, Kimmo; Sauve, Mathieu; Roy, Melanie; Hajek, Tomas; Selosse, Marc-Andre",2014,10.1111/1365-2745.12274,screened_by_title,N,title,NA,NA,NA,NA,WOS:000340681300009,JOURNAL OF ECOLOGY,Article,58
A_3656,N,"An Alternative Solution to Erosion Problems at Punta Bete-Punta Maroma, Quintana Roo, Mexico: Conciliating Tourism and Nature","Oderiz, Itxaso; Mendoza, Edgar; Leo, Cristina; Santoyo, Gabriel; Silva, Rodolfo; Martinez, Rubi; Grey, Ernesto; Lopez, Raul",2014,10.2112/SI71-009.1,screened_by_title,N,title,NA,NA,NA,NA,WOS:000344617300010,JOURNAL OF COASTAL RESEARCH,Article,9
A_3657,N,RETRACTED: Chemically mediated behavior of recruiting corals and fishes: A tipping point that may limit reef recovery (Retracted Article),"Dixson, Danielle L.; Abrego, David; Hay, Mark E.",2014,10.1126/science.1255057,excluded_criteria_1,Y,NA,Y,N,1,Retracted,WOS:000340524700036,SCIENCE,Article; Retracted Publication,218
A_3658,N,"Carbonate ramp evolution during the Late Oligocene (Chattian), Salento Peninsula, southern Italy","Pomar, Luis; Mateu-Vicens, Guillem; Morsilli, Michele; Brandano, Marco",2014,10.1016/j.palaeo.2014.03.023,screened_by_abstract,N,abstract,NA,NA,NA,NA,WOS:000336354200011,PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY,Article,82
A_3659,N,Ontogeny of critical and prolonged swimming performance for the larvae of six Australian freshwater fish species,"Kopf, S. M.; Humphries, P.; Watts, R. J.",2014,10.1111/jfb.12399,screened_by_title,N,title,NA,NA,NA,NA,WOS:000337596000012,JOURNAL OF FISH BIOLOGY,Article,29
A_3660,N,Allelopathy in the tropical alga Lobophora variegata (Phaeophyceae): mechanistic basis for a phase shift on mesophotic coral reefs?,"Slattery, Marc; Lesser, Michael P.",2014,10.1111/jpy.12160,screened_by_abstract,N,abstract,NA,NA,NA,NA,WOS:000337559800008,JOURNAL OF PHYCOLOGY,Article,63
A_3661,N,Ambiguous biogeographical patterns mask a more complete understanding of the Ordovician to Devonian evolution of Japan,"Williams, Mark; Wallis, Simon; Oji, Tatsuo; Lane, Philip D.",2014,10.1111/iar.12067,screened_by_abstract,N,abstract,NA,NA,NA,NA,WOS:000337560900001,ISLAND ARC,Article,20
A_3662,N,Larval Behaviours and Their Contribution to the Distribution of the Intertidal Coral Reef Sponge Carteriospongia foliascens,"Abdul Wahab, Muhammad Azmi; de Nys, Rocky; Webster, Nicole; Whalan, Steve",2014,10.1371/journal.pone.0098181,screened_by_title,N,title,NA,NA,NA,NA,WOS:000338323200054,PLOS ONE,Article,29
A_3663,N,Plasticity and diversity of the phenology of dioecious Ficus species in Taiwan,"Bain, Anthony; Chou, Lien-Siang; Tzeng, Hsy-Yu; Ho, Yi-Chiao; Chiang, Yun-Peng; Chen, Wen-Hsuan; Chio, Yu-Ting; Li, Guan-Yi; Yang, Hui-Wen; Kjellberg, Finn; Hossaert-McKey, Martine",2014,10.1016/j.actao.2013.10.004,screened_by_title,N,title,NA,NA,NA,NA,WOS:000336191000017,ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY,Article,25
A_3664,N,"Using MODIS data for mapping of water types within river plumes in the Great Barrier Reef, Australia: Towards the production of river plume risk maps for reef and seagrass ecosystems","Petus, Caroline; da Silva, Eduardo Teixeira; Devlin, Michelle; Wenger, Amelia S.; Alvarez-Romero, Jorge G.",2014,10.1016/j.jenvman.2013.11.050,screened_by_abstract,N,abstract,NA,NA,NA,NA,WOS:000336359100020,JOURNAL OF ENVIRONMENTAL MANAGEMENT,Article,39
A_3665,Y,Responses of the Metabolism of the Larvae of Pocillopora damicornis to Ocean Acidification and Warming,"Rivest, Emily B.; Hofmann, Gretchen E.",2014,10.1371/journal.pone.0096172,included,Y,NA,Y,Y,NA,NA,WOS:000336736600028,PLOS ONE,Article,74
A_3666,N,Re-examining the relationship between invasive lionfish and native grouper in the Caribbean,"Valdivia, Abel; Bruno, John F.; Cox, Courtney E.; Hackerott, Serena; Green, Stephanie J.",2014,10.7717/peerj.348,screened_by_title,N,title,NA,NA,NA,NA,WOS:000347570200002,PEERJ,Article,46
A_3667,N,Spatial variation in the effects of size and age on reproductive dynamics of common coral trout Plectropomus leopardus,"Carter, A. B.; Russ, G. R.; Tobin, A. J.; Williams, A. J.; Davies, C. R.; Mapstone, B. D.",2014,10.1111/jfb.12346,screened_by_title,N,title,NA,NA,NA,NA,WOS:000333652100016,JOURNAL OF FISH BIOLOGY,Article,18
A_3668,N,Dispersal and recruitment of fish in an intermittent stream network,"Dexter, Tim; Bond, Nick; Hale, Robin; Reich, Paul",2014,10.1111/aec.12064,screened_by_title,N,title,NA,NA,NA,NA,WOS:000333189300010,AUSTRAL ECOLOGY,Article,25
A_3669,N,Rebuilding coral reefs: does active reef restoration lead to sustainable reefs?,"Rinkevich, Baruch",2014,10.1016/j.cosust.2013.11.018,screened_by_abstract,N,abstract,NA,NA,NA,NA,WOS:000334019300006,CURRENT OPINION IN ENVIRONMENTAL SUSTAINABILITY,Article,172
A_3670,N,Coastal Nurseries and Their Importance for Conservation of Sea Kraits,"Bonnet, Xavier; Brischoux, Francois; Bonnet, Christophe; Plichon, Patrice; Fauvel, Thomas",2014,10.1371/journal.pone.0090246,screened_by_title,N,title,NA,NA,NA,NA,WOS:000333677000007,PLOS ONE,Article,12
A_3671,N,Evaluation of the effectiveness of marine reserves for transient spawning aggregations in data-limited situations,"Gruess, Arnaud; Kaplan, David M.; Robinson, Jan",2014,10.1093/icesjms/fst028,screened_by_abstract,N,abstract,NA,NA,NA,NA,WOS:000334694300002,ICES JOURNAL OF MARINE SCIENCE,Review,26
A_3672,Y,"Detection and mapping of cold-water coral mounds and living Lophelia reefs in the Galicia Bank, Atlantic NW Iberia margin","Somoza, Luis; Ercilla, Gemma; Urgorri, Victoriano; Leon, Ricardo; Medialdea, Teresa; Paredes, Manuel; Gonzalez, Francisco J.; Nombela, Miguel A.",2014,10.1016/j.margeo.2013.12.017,included,Y,NA,Y,Y,NA,NA,WOS:000335277500006,MARINE GEOLOGY,Article,52
A_3673,Y,"Discovering Mediterranean black coral forests: Parantipathes larix (Anthozoa: Hexacorallia) in the Tuscan Archipelago, Italy","Bo, M.; Canese, S.; Bavestrello, G.",2014,10.1080/11250003.2013.859750,included,Y,NA,Y,Y,NA,NA,WOS:000334827200012,ITALIAN JOURNAL OF ZOOLOGY,Article,33
A_3674,N,"Tropical Fish Recruitment Success Varies Among Temperate Reef Habitats, Potentially Impacting Their Range Expansion","Beck, Hayden John",2014,,screened_by_title,N,title,NA,NA,NA,NA,PQDT:88616605,,Dissertation/Thesis,0
A_3675,N,Stem Cells in Animal Species: From Pre-clinic to Biodiversity,"Brevini, TALBrevini, TAL",2014,,screened_by_title,N,title,NA,NA,NA,NA,BCI:BCI201500355853,Stem Cells in Animal Species: From Pre-clinic to Biodiversity,Book,0
A_3676,N,Heritability of dispersal-related traits and gene expression in larvae of reef-building corals,"Davies, S. W.; Matz, M., V",2014,,unavailable,Y,NA,N,NA,NA,NA,WOS:000333049500192,INTEGRATIVE AND COMPARATIVE BIOLOGY,Meeting Abstract,0
A_3677,N,Evaluating summary statistics used to test for incomplete lineage sorting: mito-nuclear discordance in the reef sponge Callyspongia vaginalis,"Debiasse, Melissa B.; Nelson, Bradley J.; Hellberg, Michael E.",2014,10.1111/mec.12584,screened_by_title,N,title,NA,NA,NA,NA,WOS:000330950900019,MOLECULAR ECOLOGY,Article,25
A_3701,N,Phylogeography of commercial tuna and mackerel in the Indonesian Archipelago,"Jackson, Alexis M.; Ambariyanto; Erdmann, Mark V.; Toha, Abdul Hamid A.; Stevens, Luke A.; Barber, Paul H.",2014,10.5343/bms.2012.1097,screened_by_title,N,title,NA,NA,NA,NA,WOS:000331671000019,BULLETIN OF MARINE SCIENCE,Article,27
A_3702,N,Regional synchrony of temperature variation and internal wave forcing along the Florida Keys reef tract,"Leichter, James J.; Stokes, M. Dale; Vilchis, L. Ignacio; Fiechter, Jerome",2014,10.1002/2013JC009371,screened_by_abstract,N,abstract,NA,NA,NA,NA,WOS:000331879100039,JOURNAL OF GEOPHYSICAL RESEARCH-OCEANS,Article,7
A_3703,N,"THE INVASIVE CORAL TUBASTRAEA COCCINEA (LESSON, 1829): IMPLICATIONS FOR NATURAL HABITATS IN THE GULF OF MEXICO AND THE FLORIDA KEYS","Precht, William F.; Hickerson, Emma L.; Schmahl, George P.; Aronson, Richard B.",2014,,screened_by_abstract,N,abstract,NA,NA,NA,NA,BCI:BCI201500469002,Gulf of Mexico Science,Article,24
A_3705,N,Mathematical Biophysics,"Rubin, A; Riznichenko, G",2014,,screened_by_abstract,N,abstract,NA,NA,NA,NA,BCI:BCI201500045477,Mathematical Biophysics,Book,0
A_3706,N,"Lam, A.R., and Stigall, A.L. 2015. Pathways and mechanisms of Late Ordovician (Katian) faunal migrations of Laurentia and Baltica. Estonian Journal of Earth Sciences 64(1): in press. doi: 10.3176/earth.2015","Stigall, Alycia",2014,http://dx.doi.org/10.6084/m9.figshare.1194963,excluded_criteria_2,Y,NA,Y,N,2,Paleo,DRCI:DATA2016186008216435,Figshare,Data study,0
A_3707,Y,"Coastal Circulation and Water-Column Properties in the War in the Pacific National Historical Park, Guam-Measurements and Modeling of Waves, Currents, Temperature, Salinity, and Turbidity, April-August 2012.","Storlazzi, Curt D.; Cheriton, Olivia M.; Lescinski, Jamie M.R.; Logan, Joshua B.",2014,,included,Y,NA,Y,Y,NA,NA,ZOOREC:ZOOR15304021064,U S Geological Survey Open-File Report,Article,0
A_3708,N,"Studies in Natural Products Chemistry, Vol 43","UrRahman, AUrRahman, A",2014,,screened_by_abstract,N,abstract,NA,NA,NA,NA,BCI:BCI201400707892,"Studies in Natural Products Chemistry, Vol 43",Book,0
A_3709,N,OCE-PRF: How larval behavior and microbes govern the assembly of Caribbean coral communities,,2014,,excluded_criteria_1,Y,NA,Y,N,1,G,GRANTS:13937328,,Awarded Grant,0
A_3710,N,Kinship and the evolution of social behaviours in the sea,"Kamel, Stephanie J.; Grosberg, Richard K.",2013,10.1098/rsbl.2013.0454,screened_by_abstract,N,abstract,NA,NA,NA,NA,WOS:000330290400011,BIOLOGY LETTERS,Article,16
A_3711,N,Cytoplasmic Streaming Velocity as a Plant Size Determinant,"Tominaga, Motoki; Kimura, Atsushi; Yokota, Etsuo; Haraguchi, Takeshi; Shimmen, Teruo; Yamamoto, Keiichi; Nakano, Akihiko; Ito, Kohji",2013,10.1016/j.devcel.2013.10.005,screened_by_title,N,title,NA,NA,NA,NA,WOS:000327417200011,DEVELOPMENTAL CELL,Article,91
A_3712,Y,Brooded coral larvae differ in their response to high temperature and elevated pCO2 depending on the day of release,"Cumbo, Vivian R.; Edmunds, Peter J.; Wall, Christopher B.; Fan, Tung-Yung",2013,10.1007/s00227-013-2280-y,included,Y,NA,Y,Y,NA,NA,WOS:000326048000010,MARINE BIOLOGY,Article,46
A_3713,N,Catchments to reef continuum: Minimising impacts of agriculture on the Great Barrier Reef,"Thorburn, Peter",2013,10.1016/j.agee.2013.08.004,screened_by_abstract,N,abstract,NA,NA,NA,NA,WOS:000329384600001,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,Editorial Material,6
A_3714,N,Recurring nocturnal benthic emergence along the coral reef-seagrass interface in the Florida Keys National Marine Sanctuary: Evidence of a possible novel prey escape response,"Blackmon, Derrick C.; Valentine, John F.",2013,10.1016/j.jembe.2013.07.012,screened_by_abstract,N,abstract,NA,NA,NA,NA,WOS:000326430500028,JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,Article,6
A_3715,Y,Current pattern and coral larval dispersion in a tropical coral reef system,"Cristina Chacon-Gomez, Isabel; Salas-Monreal, David; Lorena Riveron-Enzastiga, Mayra",2013,10.1016/j.csr.2013.08.014,included,Y,NA,Y,Y,NA,NA,WOS:000327169700003,CONTINENTAL SHELF RESEARCH,Article,11
A_3716,N,"Otx2 expression and implications for olfactory imprinting in the anemonefish, Amphiprion percula","Veilleux, Heather D.; van Herwerden, Lynne; Cole, Nicholas J.; Don, Emily K.; De Santis, Christian; Dixson, Danielle L.; Wenger, Amelia S.; Munday, Philip L.",2013,10.1242/bio.20135496,screened_by_title,N,title,NA,NA,NA,NA,WOS:000209206600006,BIOLOGY OPEN,Article,2
A_3717,N,Ecological speciation in anemone-associated snapping shrimps (Alpheus armatus species complex),"Hurt, C.; Silliman, K.; Anker, A.; Knowlton, N.",2013,10.1111/mec.12398,screened_by_title,N,title,NA,NA,NA,NA,WOS:000323506400014,MOLECULAR ECOLOGY,Article,48
A_3718,Y,"BIOLOGICAL AND PHYSICAL INTERACTIONS ON A TROPICAL ISLAND CORAL REEF TRANSPORT AND RETENTION PROCESSES ON MOOREA, FRENCH POLYNESIA","Leichter, James J.; Aildredge, Alice L.; Bernardi, Giacomo; Brooks, Andrev J.; Carlson, Craig A.; Carpenter, Robert C.; Edmunds, Peter J.; Fewing, Melanie R.; Hanson, Katharine. M.; Hench, James L.; Holbrook, Sally J.; Nelson, Craig E.; Toonen, Robert J.; Washburn, Libe; Wyatt, Alex S. J.",2013,10.5670/oceanog.2013.45,included,Y,NA,Y,Y,NA,NA,WOS:000323808600009,OCEANOGRAPHY,Article,69
A_3719,N,"Yolk Formation in a Stony Coral Euphyllia ancora (Cnidaria, Anthozoa): Insight Into the Evolution of Vitellogenesis in Nonbilaterian Animals","Shikina, Shinya; Chen, Chieh-Jhen; Chung, Yi-Jou; Shao, Zi-Fan; Liou, Jhe-Yu; Tseng, Hua-Pin; Lee, Yan-Horn; Chang, Ching-Fong",2013,10.1210/en.2013-1086,screened_by_abstract,N,abstract,NA,NA,NA,NA,WOS:000323620100046,ENDOCRINOLOGY,Article,39
A_3720,N,Simultaneous measurements of H+ and O2 fluxes in Zostera marina and its physiological implications,"Lin, A-Peng; Wang, Guang-Ce; Zhou, Wen-Qin",2013,10.1111/ppl.12008,screened_by_title,N,title,NA,NA,NA,NA,WOS:000321697300012,PHYSIOLOGIA PLANTARUM,Article,5
A_3721,N,The effect of ocean acidification on early algal colonization stages at natural CO2 vents,"Porzio, L.; Garrard, S. L.; Buia, M. C.",2013,10.1007/s00227-013-2251-3,screened_by_title,N,title,NA,NA,NA,NA,WOS:000323066600037,MARINE BIOLOGY,Article,41
A_3722,Y,Early Life History of Deep-Water Gorgonian Corals May Limit Their Abundance,"Lacharite, Myriam; Metaxas, Anna",2013,10.1371/journal.pone.0065394,included,Y,NA,Y,Y,NA,NA,WOS:000320440500035,PLOS ONE,Article,46
A_3723,Y,The Importance of Coral Larval Recruitment for the Recovery of Reefs Impacted by Cyclone Yasi in the Central Great Barrier Reef,"Lukoschek, Vimoksalehi; Cross, Peter; Torda, Gergely; Zimmerman, Rachel; Willis, Bette L.",2013,10.1371/journal.pone.0065363,included,Y,NA,Y,Y,NA,NA,WOS:000320579400055,PLOS ONE,Article,48
A_3724,N,Production and carbonate dynamics of Halimeda incrassata (Ellis) Lamouroux altered by Thalassia testudinum Banks and So land ex Konig,"Barry, Savanna C.; Frazer, Thomas K.; Jacoby, Charles A.",2013,10.1016/j.jembe.2013.03.012,screened_by_title,N,title,NA,NA,NA,NA,WOS:000320490300010,JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,Article,30
A_3725,N,The origins of tropical marine biodiversity,"Bowen, Brian W.; Rocha, Luiz A.; Toonen, Robert J.; Karl, Stephen A.",2013,10.1016/j.tree.2013.01.018,screened_by_abstract,N,abstract,NA,NA,NA,NA,WOS:000320742700012,TRENDS IN ECOLOGY & EVOLUTION,Review,397
A_3726,N,"An integrate analysis of an Hauterivian coral biostrome from the Agrio Formation, Neuquen Basin, west-central Argentina","Garberoglio, Ricardo M.; Lazo, Dario G.; Palma, Ricardo M.",2013,10.1016/j.cretres.2013.02.010,excluded_criteria_2,Y,NA,Y,N,2,Paleo,WOS:000319176800009,CRETACEOUS RESEARCH,Article,10
A_3727,N,High temperature stress monitoring and detection using chlorophyll a fluorescence and infrared thermography in chrysanthemum (Dendranthema grandiflora),"Janka, Eshetu; Korner, Oliver; Rosenqvist, Eva; Ottosen, Carl-Otto",2013,10.1016/j.plaphy.2013.02.025,screened_by_title,N,title,NA,NA,NA,NA,WOS:000319711700012,PLANT PHYSIOLOGY AND BIOCHEMISTRY,Article,63
A_3728,N,Best Management Strategies for Sustainable Giant Clam Fishery in French Polynesia Islands: Answers from a Spatial Modeling Approach,"Van Wynsberge, Simon; Andrefouet, Serge; Gilbert, Antoine; Stein, Arsene; Remoissenet, Georges",2013,10.1371/journal.pone.0064641,screened_by_abstract,N,abstract,NA,NA,NA,NA,WOS:000319733000072,PLOS ONE,Article,22
A_3729,N,Classifying risk zones by the impacts of oil spills in the coastal waters of Thailand,"Singkran, Nuanchan",2013,10.1016/j.marpolbul.2013.02.004,screened_by_abstract,N,abstract,NA,NA,NA,NA,WOS:000320072400017,MARINE POLLUTION BULLETIN,Article,34
A_3730,N,"Seagrass Meadows, Ecosystem Services, and Sustainability","Cullen-Unsworth, Leanne; Unsworth, Richard",2013,10.1080/00139157.2013.785864,screened_by_abstract,N,abstract,NA,NA,NA,NA,WOS:000318152600003,ENVIRONMENT,Article,143
A_3731,N,DISSERTATION RESEARCH: Evolution of dispersal in reef-building corals,"Matz, Mikhail; Davies, Sarah",2013,,excluded_criteria_1,Y,NA,Y,N,1,G,GRANTS:13760846,,Awarded Grant,0
A_3732,N,Sensing acid/base conditions via soluble adenylyl cyclase in aquatic animals,"Tresguerres, Martin; Barron, Megan E.; Barott, Katie L.; Ho, Jason; Roa, Jinae N.",2013,,screened_by_title,N,title,NA,NA,NA,NA,WOS:000319883504296,FASEB JOURNAL,Meeting Abstract,1
A_3733,N,DE130100605,Vimoksalehi Lukoschek,2013,,excluded_criteria_1,Y,NA,Y,N,1,G,GRANTS:15531210,,Awarded Grant,0
A_3734,N,DE130100572,Michael Bode,2013,,excluded_criteria_1,Y,NA,Y,N,1,G,GRANTS:15531069,,Awarded Grant,0
A_3735,Y,Long prereproductive selection and divergence by depth in a Caribbean candelabrum coral,"Prada, Carlos; Hellberg, Michael E.",2013,10.1073/pnas.1208931110,included,Y,NA,Y,Y,NA,NA,WOS:000316377400064,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,Article,120
A_3736,N,The promiscuous larvae: flexibility in the establishment of symbiosis in corals,"Cumbo, V. R.; Baird, A. H.; van Oppen, M. J. H.",2013,10.1007/s00338-012-0951-7,screened_by_abstract,N,abstract,NA,NA,NA,NA,WOS:000316018600015,CORAL REEFS,Article,82
A_3737,N,"MATING SYSTEM ANALYSES OF TROPICAL POPULATIONS OF THE BLACK MANGROVE, AVICENNIA GERMINANS (L.) L. (AVICENNIACEAE)","Nettel-Hernanz, Alejandro; Dodd, Richard S.; Ochoa-Zavala, Maried; Tovilla-Hernandez, Cristian; Reyes Dias-Gallegos, Jose",2013,,screened_by_title,N,title,NA,NA,NA,NA,WOS:000323914400010,BOTANICAL SCIENCES,Editorial Material,12
A_3738,N,"Contribution to knowledge the intraspecific variability of Attacus selayarensis NAUMANN & PEIGLER, 2012 (Lepidoptera: Saturniidae).","Paukstadt, Laela Hayati; Paukstadt, Ulrich",2013,,screened_by_title,N,title,NA,NA,NA,NA,ZOOREC:ZOOR14912065658,Beitraege zur Kenntnis der Wilden Seidenspinner,Article,0
A_3739,N,"Spatial Variation in Abundance, Size and Orientation of Juvenile Corals Related to the Biomass of Parrotfishes on the Great Barrier Reef, Australia","Trapon, Melanie L.; Pratchett, Morgan S.; Hoey, Andrew S.",2013,10.1371/journal.pone.0057788,screened_by_abstract,N,abstract,NA,NA,NA,NA,WOS:000315524900165,PLOS ONE,Article,38
A_3740,Y,"Toxicity of Deepwater Horizon Source Oil and the Chemical Dispersant, Corexit® 9500, to Coral Larvae","Goodbody-Gringley, Gretchen; Wetzel, Dana L.; Gillon, Daniel; Pulster, Erin; Miller, Allison; Ritchie, Kim B.",2013,10.1371/journal.pone.0045574,included,Y,NA,Y,Y,NA,NA,WOS:000313551500001,PLOS ONE,Article,152
A_3741,Y,Hurricane-Driven Patterns of Clonality in an Ecosystem Engineer: The Caribbean Coral Montastraea annularis,"Foster, Nicola L.; Baums, Iliana B.; Sanchez, Juan A.; Paris, Claire B.; Chollett, Iliana; Agudelo, Claudia L.; Vermeij, Mark J. A.; Mumby, Peter J.",2013,10.1371/journal.pone.0053283,included,Y,NA,Y,Y,NA,NA,WOS:000313429100050,PLOS ONE,Article,46
A_3742,N,A high resolution analysis of the structure and chemical composition of the calcareous corpuscles from Mesocestoides corti,"Chalar, Cora; Salome, Murielle; Senorale-Pose, Mario; Marin, Monica; Williams, C. Terry; Dauphin, Yannicke",2013,10.1016/j.micron.2012.06.008,screened_by_title,N,title,NA,NA,NA,NA,WOS:000312925300019,MICRON,Review,9
A_3743,N,Morphometric and molecular identification of individual barnacle cyprids from wild plankton: an approach to detecting fouling and invasive barnacle species,"Chen, Hsi-Nien; Hoeg, Jens T.; Chan, Benny K. K.",2013,10.1080/08927014.2012.753061,screened_by_title,N,title,NA,NA,NA,NA,WOS:000313732900003,BIOFOULING,Article,32
A_3744,Y,Near-future reductions in pH will have no consistent ecological effects on the early life-history stages of reef corals,"Chua, Chia-Miin; Leggat, William; Moya, Aurelie; Baird, Andrew H.",2013,10.3354/meps10318,included,Y,NA,Y,Y,NA,NA,WOS:000321776600012,MARINE ECOLOGY PROGRESS SERIES,Article,28
A_3745,N,Data from: Evaluating summary statistics used to test for incomplete lineage sorting: mito-nuclear discordance in the reef sponge Callyspongia vaginalis,"DeBiasse, Melissa B; Nelson, Bradley J; Hellberg, Michael E",2013,https://doi.org/10.5061/DRYAD.HN104,screened_by_title,N,title,NA,NA,NA,NA,DRCI:DATA2015122006951237,Dryad,Data set,0
A_3754,N,Five practical uses of spatial autocorrelation for studies of coral reef ecology,"Hamylton, S.",2013,10.3354/meps10267,screened_by_abstract,N,abstract,NA,NA,NA,NA,WOS:000316617800002,MARINE ECOLOGY PROGRESS SERIES,Article,9
A_3755,N,Boat noise disrupts orientation behaviour in a coral reef fish,"Holles, Sophie; Simpson, Stephen D.; Radford, Andrew N.; Berten, Laetitia; Lecchini, David",2013,10.3354/meps10346,screened_by_title,N,title,NA,NA,NA,NA,WOS:000321008200023,MARINE ECOLOGY PROGRESS SERIES,Article,150
A_3756,Y,"Environmental factors that influence the distribution, size, and biotic relationships of the Christmas tree coral Antipathes dendrochristos in the Southern California Bight","Huff, David D.; Yoklavich, Mary M.; Love, Milton S.; Watters, Diana L.; Chai, Fei; Lindley, Steven T.",2013,10.3354/meps10591,included,Y,NA,Y,Y,NA,NA,WOS:000328086100012,MARINE ECOLOGY PROGRESS SERIES,Article,16
A_3757,N,Climate change and ocean acidification effects on seagrasses and marine macroalgae,"Koch, Marguerite; Bowes, George; Ross, Cliff; Zhang, Xing-Hai",2013,10.1111/j.1365-2486.2012.02791.x,screened_by_title,N,title,NA,NA,NA,NA,WOS:000312155100009,GLOBAL CHANGE BIOLOGY,Review,671
A_3758,N,Larval exposure to shared oceanography does not cause spatially correlated recruitment in kelp forest fishes,"Krug, Jenna M.; Steele, Mark A.",2013,10.3354/meps10144,screened_by_title,N,title,NA,NA,NA,NA,WOS:000315953300015,MARINE ECOLOGY PROGRESS SERIES,Article,7
A_3760,N,Use of chemical cues by coral reef animal larvae for habitat selection,"Lecchini, David; Nakamura, Yohei",2013,10.3354/ab00532,screened_by_abstract,N,abstract,NA,NA,NA,NA,WOS:000327094800004,AQUATIC BIOLOGY,Article,37
